latitude,longitude,timestamp
40.21205,-77.2207,
40.2116,-77.2225,
40.21141,-77.22326,
40.21117,-77.2243,
40.21115,-77.22436,
40.21115,-77.22436,
40.21115,-77.22436,
40.21093,-77.22531,
40.21075,-77.22611,
40.21051,-77.22724,
40.21036,-77.22793,
40.2101,-77.22921,
40.20999,-77.22976,
40.20963,-77.23159,
40.2095,-77.23231,
40.2093,-77.23343,
40.2092,-77.23396,
40.20909,-77.23464,
40.20909,-77.23464,
40.20909,-77.23464,
40.20898,-77.23528,
40.20869,-77.23713,
40.20855,-77.238,
40.20841,-77.23898,
40.20832,-77.23964,
40.20816,-77.24084,
40.20792,-77.24271,
40.20783,-77.2434,
40.20783,-77.2434,
40.20783,-77.2434,
40.2077,-77.24458,
40.2075,-77.24645,
40.20749,-77.24656,
40.20748,-77.24668,
40.20733,-77.24833,
40.20731,-77.24854,
40.20728,-77.24881,
40.20725,-77.24924,
40.20717,-77.25021,
40.20711,-77.25097,
40.20703,-77.25209,
40.20699,-77.25275,
40.20692,-77.2539,
40.20692,-77.2539,
40.20692,-77.2539,
40.20691,-77.25397,
40.20685,-77.25515,
40.20668,-77.26039,
40.20668,-77.26039,
40.20668,-77.26039,
40.20634,-77.27096,
40.20634,-77.27096,
40.20634,-77.27096,
40.20625,-77.27357,
40.20608,-77.27886,
40.20608,-77.27886,
40.20608,-77.27886,
40.20574,-77.28945,
40.20574,-77.28945,
40.20574,-77.28945,
40.20555,-77.29555,
40.20554,-77.29577,
40.20547,-77.29741,
40.20544,-77.29859,
40.20541,-77.2993,
40.20539,-77.30007,
40.20539,-77.30007,
40.20539,-77.30007,
40.20535,-77.30119,
40.20529,-77.30308,
40.20523,-77.30496,
40.20517,-77.30681,
40.20517,-77.30685,
40.20511,-77.30874,
40.20508,-77.30979,
40.20506,-77.31063,
40.20505,-77.31067,
40.20505,-77.31067,
40.20505,-77.31067,
40.20499,-77.31252,
40.20497,-77.31316,
40.20493,-77.31424,
40.20492,-77.31441,
40.2049,-77.31526,
40.20487,-77.3163,
40.2048,-77.31818,
40.20475,-77.32007,
40.20468,-77.32194,
40.20468,-77.32194,
40.20468,-77.32194,
40.20468,-77.32196,
40.20463,-77.32385,
40.20457,-77.32574,
40.20454,-77.32648,
40.20451,-77.32763,
40.20445,-77.32947,
40.20445,-77.32947,
40.20445,-77.32947,
40.20445,-77.32952,
40.20439,-77.33141,
40.20433,-77.33329,
40.20427,-77.33518,
40.20421,-77.33707,
40.20414,-77.33896,
40.20412,-77.33964,
40.20411,-77.34009,
40.20411,-77.34009,
40.20411,-77.34009,
40.20409,-77.34085,
40.20402,-77.34274,
40.20396,-77.34463,
40.2039,-77.34651,
40.20389,-77.34767,
40.20384,-77.3484,
40.2038,-77.34955,
40.20378,-77.35029,
40.20377,-77.35068,
40.20377,-77.35068,
40.20377,-77.35068,
40.20372,-77.35218,
40.20366,-77.35407,
40.20362,-77.35512,
40.20362,-77.35512,
40.20362,-77.35512,
40.20359,-77.35596,
40.20353,-77.35785,
40.20347,-77.35974,
40.20346,-77.36024,
40.20341,-77.36162,
40.2034,-77.36196,
40.20337,-77.36286,
40.20335,-77.36351,
40.20329,-77.3654,
40.20328,-77.36572,
40.20328,-77.36572,
40.20328,-77.36572,
40.20327,-77.36599,
40.2032,-77.36729,
40.20318,-77.36767,
40.20313,-77.36849,
40.20309,-77.36917,
40.20301,-77.37021,
40.20294,-77.37105,
40.20289,-77.37154,
40.20279,-77.37254,
40.20276,-77.37282,
40.20276,-77.37282,
40.20276,-77.37282,
40.20275,-77.37293,
40.20271,-77.37331,
40.20254,-77.3748,
40.20253,-77.37482,
40.20253,-77.37482,
40.20253,-77.37482,
40.2024,-77.37587,
40.20235,-77.3762,
40.20228,-77.37666,
40.20226,-77.37683,
40.20225,-77.37686,
40.20216,-77.37751,
40.20199,-77.37851,
40.20171,-77.38031,
40.20151,-77.38144,
40.20137,-77.3822,
40.20127,-77.38279,
40.20107,-77.38405,
40.20094,-77.38487,
40.20088,-77.38518,
40.20088,-77.38518,
40.20088,-77.38518,
40.20076,-77.3859,
40.2007,-77.38629,
40.20045,-77.38774,
40.20015,-77.38959,
40.19984,-77.3914,
40.19984,-77.39144,
40.19976,-77.39187,
40.19976,-77.39187,
40.19976,-77.39187,
40.19952,-77.39328,
40.19936,-77.3943,
40.19933,-77.39447,
40.19922,-77.39513,
40.19919,-77.39531,
40.19891,-77.39698,
40.19875,-77.39794,
40.19861,-77.39883,
40.1983,-77.40067,
40.19806,-77.40228,
40.19806,-77.40228,
40.19806,-77.40228,
40.19803,-77.40246,
40.19794,-77.40299,
40.19771,-77.40435,
40.19737,-77.40621,
40.19711,-77.40801,
40.19693,-77.40899,
40.19676,-77.40991,
40.19645,-77.41175,
40.19631,-77.41259,
40.19631,-77.41259,
40.19631,-77.41259,
40.19614,-77.4136,
40.19584,-77.4156,
40.19581,-77.41579,
40.19564,-77.41679,
40.19555,-77.41729,
40.19524,-77.41914,
40.19523,-77.41925,
40.19523,-77.41925,
40.19523,-77.41925,
40.19494,-77.42099,
40.19463,-77.42283,
40.1944,-77.42417,
40.19432,-77.42468,
40.19401,-77.42652,
40.19371,-77.42831,
40.1937,-77.42837,
40.19349,-77.42965,
40.19349,-77.42965,
40.19349,-77.42965,
40.19339,-77.43022,
40.19308,-77.43206,
40.19277,-77.43391,
40.19256,-77.43518,
40.19246,-77.43576,
40.19234,-77.43652,
40.19225,-77.43703,
40.19216,-77.4376,
40.19185,-77.43945,
40.19176,-77.43999,
40.19176,-77.43999,
40.19176,-77.43999,
40.19154,-77.4413,
40.19123,-77.44314,
40.19106,-77.44416,
40.19106,-77.44416,
40.19106,-77.44416,
40.19092,-77.44499,
40.19061,-77.44684,
40.1903,-77.44868,
40.19028,-77.44884,
40.18999,-77.45053,
40.18969,-77.45238,
40.18938,-77.45422,
40.18931,-77.45465,
40.18931,-77.45465,
40.18931,-77.45465,
40.18907,-77.45607,
40.18886,-77.45725,
40.18875,-77.45786,
40.18868,-77.45825,
40.18862,-77.45858,
40.18853,-77.45911,
40.18842,-77.45977,
40.18825,-77.46079,
40.18811,-77.46161,
40.1878,-77.46346,
40.18772,-77.46396,
40.18772,-77.46396,
40.18772,-77.46396,
40.18756,-77.4649,
40.1875,-77.46531,
40.18732,-77.46637,
40.18718,-77.46715,
40.18687,-77.469,
40.18657,-77.47079,
40.18656,-77.47084,
40.18637,-77.47198,
40.18625,-77.47269,
40.18601,-77.47415,
40.18601,-77.47415,
40.18601,-77.47415,
40.18597,-77.47443,
40.18593,-77.47464,
40.18564,-77.47638,
40.18538,-77.47791,
40.18533,-77.47823,
40.18502,-77.48008,
40.18474,-77.48174,
40.18473,-77.48181,
40.18471,-77.48192,
40.1844,-77.48377,
40.18425,-77.48469,
40.18425,-77.48469,
40.18198,-77.49824,
40.18193,-77.49854,
40.18162,-77.50038,
40.18154,-77.50085,
40.18131,-77.50223,
40.1812,-77.50291,
40.181,-77.50408,
40.18069,-77.50592,
40.18061,-77.50647,
40.18058,-77.50661,
40.18051,-77.50704,
40.18038,-77.50777,
40.18021,-77.50881,
40.18021,-77.50881,
40.18021,-77.50881,
40.18007,-77.50962,
40.17977,-77.51146,
40.17963,-77.51228,
40.17946,-77.51331,
40.17915,-77.51515,
40.17901,-77.51602,
40.17884,-77.517,
40.17872,-77.51776,
40.17872,-77.51776,
40.17872,-77.51776,
40.17853,-77.51885,
40.17826,-77.52047,
40.17822,-77.52069,
40.17791,-77.52254,
40.17761,-77.52439,
40.1773,-77.52623,
40.17716,-77.52706,
40.17712,-77.52726,
40.17698,-77.52808,
40.17692,-77.52845,
40.17692,-77.52845,
40.17692,-77.52845,
40.17692,-77.52846,
40.17692,-77.52849,
40.17668,-77.52992,
40.17637,-77.53177,
40.17606,-77.53362,
40.17584,-77.53492,
40.17575,-77.53546,
40.17544,-77.53731,
40.17541,-77.53749,
40.17513,-77.53915,
40.17496,-77.54016,
40.17496,-77.54016,
40.17496,-77.54016,
40.17482,-77.541,
40.17478,-77.54124,
40.17458,-77.54236,
40.1745,-77.54284,
40.17419,-77.54469,
40.17391,-77.54637,
40.17391,-77.54637,
40.17391,-77.54637,
40.17388,-77.54653,
40.17357,-77.54838,
40.17327,-77.55023,
40.17301,-77.55174,
40.17296,-77.55207,
40.17265,-77.55392,
40.1725,-77.55477,
40.17234,-77.55576,
40.17232,-77.55588,
40.17219,-77.55661,
40.17219,-77.55661,
40.17219,-77.55661,
40.17203,-77.55761,
40.17172,-77.55946,
40.17141,-77.5613,
40.17125,-77.56221,
40.1711,-77.56315,
40.17095,-77.564,
40.17085,-77.56461,
40.17085,-77.56461,
40.17085,-77.56461,
40.17079,-77.56499,
40.17049,-77.56676,
40.17047,-77.56684,
40.17022,-77.56838,
40.17017,-77.56868,
40.16986,-77.57053,
40.16955,-77.57238,
40.16924,-77.57422,
40.16912,-77.5749,
40.16912,-77.5749,
40.16912,-77.5749,
40.16893,-77.57607,
40.16872,-77.57731,
40.16862,-77.57791,
40.16856,-77.57825,
40.16856,-77.57825,
40.16856,-77.57825,
40.16831,-77.57976,
40.16799,-77.5816,
40.16768,-77.58345,
40.16744,-77.58494,
40.16738,-77.58529,
40.16707,-77.58714,
40.16683,-77.58851,
40.16683,-77.58851,
40.16683,-77.58851,
40.16676,-77.58899,
40.16655,-77.59017,
40.16655,-77.59017,
40.16648,-77.59116,
40.1664,-77.59163,
40.16631,-77.59237,
40.16626,-77.59298,
40.16621,-77.59386,
40.16614,-77.59445,
40.16614,-77.59445,
40.16605,-77.5947,
40.16591,-77.59509,
40.16578,-77.5958,
40.16562,-77.59668,
40.16539,-77.59814,
40.16528,-77.59837,
40.1652,-77.59886,
40.16516,-77.59908,
40.16516,-77.59908,
40.16516,-77.59908,
40.16501,-77.59989,
40.16491,-77.60042,
40.16484,-77.60076,
40.16475,-77.60116,
40.16458,-77.60164,
40.16452,-77.60188,
40.16445,-77.60215,
40.16429,-77.60271,
40.164,-77.60364,
40.16394,-77.6038,
40.16394,-77.6038,
40.16394,-77.6038,
40.16387,-77.604,
40.16375,-77.60436,
40.16356,-77.60485,
40.16336,-77.60535,
40.16317,-77.60581,
40.16296,-77.60627,
40.16274,-77.60673,
40.16249,-77.60724,
40.16169,-77.60869,
40.16149,-77.60905,
40.16149,-77.60905,
40.16149,-77.60905,
40.16085,-77.61022,
40.16085,-77.61022,
40.15877,-77.61396,
40.15713,-77.61692,
40.15674,-77.61762,
40.15674,-77.61762,
40.15674,-77.61762,
40.15449,-77.62168,
40.15414,-77.62232,
40.15414,-77.62232,
40.15414,-77.62232,
40.15392,-77.62274,
40.15351,-77.62362,
40.15193,-77.62754,
40.15193,-77.62754,
40.15193,-77.62754,
40.14965,-77.63316,
40.14965,-77.63316,
40.14965,-77.63316,
40.1495,-77.63352,
40.14927,-77.63405,
40.14904,-77.63448,
40.14887,-77.63479,
40.14867,-77.63511,
40.14827,-77.6356,
40.1479,-77.63599,
40.14747,-77.6364,
40.14747,-77.6364,
40.14747,-77.6364,
40.14713,-77.63672,
40.14612,-77.63759,
40.14554,-77.63808,
40.14494,-77.63859,
40.14459,-77.639,
40.14443,-77.6392,
40.14443,-77.6392,
40.14443,-77.6392,
40.1442,-77.63951,
40.1439,-77.64006,
40.14367,-77.6405,
40.14339,-77.64122,
40.14315,-77.64198,
40.14303,-77.64261,
40.14301,-77.64279,
40.14298,-77.64304,
40.14295,-77.64345,
40.14295,-77.64345,
40.15706,-77.67837,
40.15713,-77.67853,
40.15754,-77.67944,
40.15754,-77.67944,
40.15754,-77.67944,
40.15772,-77.67986,
40.15802,-77.68057,
40.15881,-77.68245,
40.15933,-77.6837,
40.15948,-77.68407,
40.15959,-77.6844,
40.15959,-77.6844,
40.15959,-77.6844,
40.15962,-77.68447,
40.15972,-77.68487,
40.15982,-77.68527,
40.15991,-77.6857,
40.15996,-77.68605,
40.15996,-77.68611,
40.15996,-77.68611,
40.15996,-77.68611,
40.16,-77.68645,
40.16002,-77.68687,
40.16001,-77.68737,
40.15999,-77.68776,
40.15995,-77.68829,
40.15978,-77.68983,
40.15978,-77.68983,
40.15978,-77.68983,
40.15887,-77.69802,
40.15884,-77.69837,
40.15868,-77.69987,
40.15868,-77.69987,
40.15868,-77.69987,
40.15839,-77.70255,
40.1583,-77.70324,
40.15818,-77.70396,
40.15807,-77.70446,
40.15795,-77.70495,
40.15784,-77.70537,
40.1577,-77.70574,
40.1577,-77.70574,
40.1577,-77.70575,
40.15755,-77.70615,
40.15741,-77.70648,
40.15726,-77.70683,
40.15706,-77.70727,
40.15685,-77.70763,
40.15662,-77.708,
40.15637,-77.70836,
40.15579,-77.70914,
40.15482,-77.71042,
40.15482,-77.71042,
40.15482,-77.71042,
40.15271,-77.7132,
40.15271,-77.7132,
40.15271,-77.7132,
40.15132,-77.71504,
40.15131,-77.71505,
40.15131,-77.71505,
40.15131,-77.71505,
40.14865,-77.7186,
40.14558,-77.72265,
40.14558,-77.72265,
40.14558,-77.72265,
40.14481,-77.72367,
40.14463,-77.72392,
40.13984,-77.7302,
40.13984,-77.7302,
40.13984,-77.7302,
40.13612,-77.7351,
40.13411,-77.73776,
40.13411,-77.73776,
40.13411,-77.73776,
40.12999,-77.74319,
40.12933,-77.74417,
40.12913,-77.74452,
40.12913,-77.74452,
40.12913,-77.74452,
40.1284,-77.74579,
40.12785,-77.7469,
40.12759,-77.74751,
40.12759,-77.74751,
40.12759,-77.74751,
40.12729,-77.74824,
40.12681,-77.74968,
40.12599,-77.75323,
40.12599,-77.75323,
40.12599,-77.75323,
40.12398,-77.76186,
40.12395,-77.76199,
40.12369,-77.76313,
40.12369,-77.76313,
40.12369,-77.76313,
40.12244,-77.76851,
40.12209,-77.76989,
40.12175,-77.7711,
40.12161,-77.77157,
40.12161,-77.77157,
40.12161,-77.77157,
40.12154,-77.77179,
40.12126,-77.77263,
40.1206,-77.7745,
40.12028,-77.77531,
40.11962,-77.77686,
40.11945,-77.77722,
40.11916,-77.77786,
40.11912,-77.77794,
40.11912,-77.77794,
40.11912,-77.77794,
40.11846,-77.77926,
40.11807,-77.78,
40.11783,-77.78043,
40.11763,-77.78078,
40.11733,-77.7813,
40.11679,-77.7822,
40.11641,-77.78284,
40.11641,-77.78284,
40.11641,-77.78284,
40.11619,-77.7832,
40.11576,-77.78393,
40.11556,-77.78427,
40.11442,-77.78617,
40.11436,-77.78626,
40.11347,-77.78776,
40.11148,-77.79109,
40.11148,-77.79109,
40.11148,-77.79109,
40.11068,-77.79242,
40.11068,-77.79242,
40.11068,-77.79242,
40.10939,-77.79457,
40.10935,-77.79465,
40.10586,-77.80045,
40.10586,-77.80045,
40.10586,-77.80045,
40.10439,-77.80291,
40.10199,-77.80692,
40.10199,-77.80692,
40.10199,-77.80692,
40.10169,-77.80742,
40.10122,-77.8082,
40.10122,-77.8082,
40.10122,-77.8082,
40.10048,-77.80945,
40.10048,-77.80945,
40.10048,-77.80945,
40.09974,-77.81069,
40.09974,-77.81069,
40.09974,-77.81069,
40.09844,-77.81286,
40.09844,-77.81286,
40.09844,-77.81286,
40.0984,-77.81293,
40.0984,-77.81293,
40.09798,-77.81363,
40.09759,-77.81428,
40.09759,-77.81428,
40.09759,-77.81428,
40.09673,-77.81572,
40.09664,-77.81586,
40.09577,-77.81732,
40.09512,-77.8184,
40.09472,-77.81905,
40.09418,-77.81995,
40.09383,-77.82054,
40.09383,-77.82054,
40.09383,-77.82054,
40.09335,-77.82134,
40.09322,-77.82156,
40.09284,-77.82218,
40.09268,-77.82245,
40.09227,-77.82316,
40.09195,-77.82367,
40.09168,-77.82407,
40.09154,-77.82428,
40.09154,-77.82428,
40.09154,-77.82428,
40.09136,-77.82453,
40.09121,-77.82471,
40.09094,-77.82502,
40.09075,-77.82522,
40.09075,-77.82522,
40.09075,-77.82522,
40.09075,-77.82522,
40.09059,-77.82538,
40.08868,-77.82704,
40.08836,-77.82736,
40.08822,-77.82751,
40.0882,-77.82754,
40.0882,-77.82754,
40.0882,-77.82754,
40.08811,-77.82764,
40.08803,-77.82775,
40.08794,-77.82787,
40.08789,-77.82794,
40.08784,-77.82802,
40.08779,-77.82811,
40.08752,-77.82867,
40.08752,-77.82867,
40.08752,-77.82867,
40.08742,-77.82889,
40.08731,-77.82919,
40.08726,-77.82932,
40.08721,-77.82947,
40.08717,-77.8296,
40.08714,-77.82974,
40.08712,-77.82985,
40.08709,-77.83,
40.08707,-77.83011,
40.08705,-77.83027,
40.08703,-77.83041,
40.08703,-77.83043,
40.08703,-77.83043,
40.08703,-77.83043,
40.08701,-77.83054,
40.087,-77.83068,
40.08699,-77.83082,
40.08698,-77.83099,
40.08698,-77.83116,
40.08698,-77.83132,
40.08698,-77.83145,
40.08699,-77.83159,
40.08699,-77.83174,
40.087,-77.83179,
40.08701,-77.83188,
40.08702,-77.83201,
40.08704,-77.83216,
40.08707,-77.83236,
40.0871,-77.83254,
40.08713,-77.83272,
40.08714,-77.83277,
40.08716,-77.83292,
40.08716,-77.83292,
40.09179,-77.85965,
40.09178,-77.85986,
40.09172,-77.86037,
40.09164,-77.86084,
40.09156,-77.86119,
40.09148,-77.86153,
40.09136,-77.8619,
40.09129,-77.86212,
40.09129,-77.86212,
40.09129,-77.86212,
40.09125,-77.86223,
40.09112,-77.86254,
40.09101,-77.8628,
40.0909,-77.86303,
40.09074,-77.86332,
40.09057,-77.86359,
40.09043,-77.8638,
40.09025,-77.86404,
40.09,-77.86436,
40.08995,-77.86442,
40.08966,-77.86474,
40.08919,-77.86525,
40.0883,-77.86617,
40.08808,-77.8664,
40.08808,-77.8664,
40.08808,-77.8664,
40.0828,-77.87193,
40.0828,-77.87193,
40.0828,-77.87193,
40.08075,-77.87408,
40.07888,-77.87606,
40.07811,-77.87695,
40.07806,-77.87703,
40.07806,-77.87703,
40.07806,-77.87703,
40.07764,-77.87764,
40.07747,-77.87793,
40.07714,-77.8785,
40.07658,-77.87965,
40.07642,-77.88013,
40.07627,-77.88061,
40.07627,-77.88061,
40.07627,-77.88061,
40.07617,-77.88095,
40.07599,-77.88163,
40.07583,-77.88238,
40.07572,-77.88302,
40.07567,-77.88338,
40.07562,-77.88388,
40.07559,-77.88429,
40.07557,-77.88495,
40.07558,-77.88513,
40.07557,-77.88542,
40.07558,-77.88574,
40.07561,-77.88612,
40.07564,-77.88658,
40.07567,-77.88688,
40.07572,-77.88723,
40.07579,-77.8877,
40.07579,-77.8877,
40.07579,-77.8877,
40.0758,-77.88773,
40.07588,-77.88812,
40.07636,-77.89044,
40.07658,-77.89156,
40.07664,-77.892,
40.07669,-77.89236,
40.07672,-77.8927,
40.07674,-77.89307,
40.07674,-77.89341,
40.07674,-77.89344,
40.07674,-77.89344,
40.07674,-77.89344,
40.07674,-77.8938,
40.07672,-77.89419,
40.07669,-77.89457,
40.0766,-77.89512,
40.07646,-77.89593,
40.07646,-77.89593,
40.07646,-77.89593,
40.07616,-77.89762,
40.07578,-77.89974,
40.07548,-77.90143,
40.07516,-77.90315,
40.07486,-77.90489,
40.07481,-77.90518,
40.07481,-77.90518,
40.07481,-77.90518,
40.07464,-77.90611,
40.07425,-77.90827,
40.07417,-77.90875,
40.07417,-77.90875,
40.07417,-77.90875,
40.07404,-77.90949,
40.07392,-77.91008,
40.07384,-77.91053,
40.07378,-77.91078,
40.07371,-77.91106,
40.0736,-77.91146,
40.07347,-77.91184,
40.07337,-77.91206,
40.07327,-77.91231,
40.07315,-77.91256,
40.07304,-77.91277,
40.07292,-77.91299,
40.07272,-77.91334,
40.07228,-77.91399,
40.07228,-77.91399,
40.07228,-77.91399,
40.06992,-77.91757,
40.06912,-77.91877,
40.06841,-77.91985,
40.06815,-77.92023,
40.06815,-77.92023,
40.06815,-77.92023,
40.0681,-77.92031,
40.06794,-77.92056,
40.06784,-77.92072,
40.06767,-77.92102,
40.06755,-77.92124,
40.06745,-77.92146,
40.06736,-77.92167,
40.06725,-77.92198,
40.06717,-77.92228,
40.06709,-77.92259,
40.06702,-77.923,
40.06698,-77.92331,
40.06696,-77.92355,
40.06694,-77.92391,
40.06695,-77.92423,
40.06697,-77.92448,
40.06702,-77.92491,
40.06705,-77.92515,
40.06714,-77.92556,
40.0672,-77.92576,
40.0672,-77.92576,
40.0672,-77.92576,
40.06728,-77.92602,
40.06749,-77.92655,
40.06786,-77.92742,
40.06814,-77.92805,
40.06823,-77.92829,
40.06834,-77.92858,
40.06844,-77.92886,
40.06853,-77.92916,
40.06859,-77.92944,
40.06865,-77.92974,
40.06867,-77.92984,
40.06867,-77.92984,
40.06867,-77.92984,
40.0687,-77.93007,
40.06874,-77.9304,
40.06876,-77.93073,
40.06878,-77.93107,
40.06877,-77.93141,
40.06875,-77.93176,
40.06871,-77.93212,
40.06866,-77.93242,
40.06862,-77.93257,
40.06857,-77.9329,
40.06847,-77.93324,
40.06841,-77.93343,
40.06833,-77.93366,
40.0682,-77.93399,
40.06795,-77.93448,
40.06779,-77.93477,
40.06761,-77.93509,
40.06734,-77.93551,
40.06734,-77.93551,
40.06734,-77.93551,
40.06655,-77.93675,
40.06554,-77.93834,
40.06356,-77.9415,
40.06344,-77.94168,
40.06333,-77.94188,
40.0632,-77.94213,
40.06311,-77.94232,
40.06311,-77.94232,
40.06311,-77.94232,
40.06308,-77.94238,
40.06296,-77.94267,
40.0628,-77.94307,
40.06259,-77.94362,
40.06226,-77.9445,
40.0621,-77.94487,
40.06199,-77.94511,
40.06168,-77.9457,
40.06146,-77.94605,
40.06079,-77.94703,
40.06079,-77.94703,
40.06079,-77.94703,
40.06077,-77.94707,
40.06056,-77.94739,
40.06036,-77.9477,
40.06029,-77.94783,
40.06014,-77.94811,
40.06007,-77.94826,
40.06005,-77.94829,
40.06005,-77.94829,
40.06005,-77.94829,
40.05995,-77.94851,
40.05981,-77.94888,
40.05969,-77.94931,
40.05955,-77.94983,
40.0592,-77.95117,
40.05895,-77.95196,
40.05871,-77.95254,
40.05847,-77.95299,
40.05833,-77.95323,
40.05833,-77.95323,
40.05833,-77.95323,
40.05829,-77.95329,
40.05808,-77.95361,
40.05785,-77.95391,
40.05757,-77.95422,
40.0573,-77.95452,
40.05699,-77.95479,
40.05478,-77.95664,
40.05478,-77.95664,
40.05478,-77.95664,
40.05453,-77.95685,
40.05363,-77.95761,
40.05192,-77.959,
40.05081,-77.95995,
40.05081,-77.95995,
40.05081,-77.95995,
40.05019,-77.96047,
40.04937,-77.96116,
40.04891,-77.96157,
40.04871,-77.96175,
40.0485,-77.96195,
40.04827,-77.96217,
40.04784,-77.96263,
40.04747,-77.96313,
40.04712,-77.96365,
40.0471,-77.96367,
40.0471,-77.96367,
40.0471,-77.96367,
40.04674,-77.96431,
40.04626,-77.96532,
40.04479,-77.9686,
40.04479,-77.9686,
40.04479,-77.9686,
40.04446,-77.96934,
40.0433,-77.97192,
40.04322,-77.97212,
40.04322,-77.97212,
40.04322,-77.97212,
40.04274,-77.97324,
40.04239,-77.97426,
40.04211,-77.97534,
40.04177,-77.97739,
40.04177,-77.97739,
40.04177,-77.97739,
40.04175,-77.97752,
40.04125,-77.98014,
40.04125,-77.98014,
40.04125,-77.98014,
40.04083,-77.98237,
40.04083,-77.98237,
40.04083,-77.98237,
40.04012,-77.9861,
40.03991,-77.98698,
40.0394,-77.98838,
40.0394,-77.98838,
40.0394,-77.98838,
40.03923,-77.98883,
40.03842,-77.99082,
40.03835,-77.99099,
40.03835,-77.99099,
40.03835,-77.99099,
40.03807,-77.99173,
40.0379,-77.99222,
40.03775,-77.9927,
40.03756,-77.99339,
40.03746,-77.99383,
40.03732,-77.99454,
40.0372,-77.99532,
40.03712,-77.9961,
40.03709,-77.99657,
40.03709,-77.99657,
40.03709,-77.99657,
40.03707,-77.99692,
40.03706,-77.99756,
40.03707,-77.99813,
40.03708,-77.99826,
40.03708,-77.99826,
40.03708,-77.99826,
40.0371,-77.99866,
